symbols,timestamp,average_price
XRP,2021-12-20/2021-12-26,0.92
XRP,2021-12-13/2021-12-19,0.8
XRP,2021-12-06/2021-12-12,0.84
XRP,2021-11-29/2021-12-05,0.82
XRP,2021-11-22/2021-11-28,0.98
XRP,2021-11-15/2021-11-21,1.12
XRP,2021-11-08/2021-11-14,1.23
XRP,2021-11-01/2021-11-07,1.16
XRP,2021-10-25/2021-10-31,1.05
XRP,2021-10-18/2021-10-24,1.11
XRP,2021-10-11/2021-10-17,1.1
XRP,2021-10-04/2021-10-10,1.12
XRP,2021-09-27/2021-10-03,0.99
XRP,2021-09-20/2021-09-26,0.95
XRP,2021-09-13/2021-09-19,1.08
XRP,2021-09-06/2021-09-12,1.18
XRP,2021-08-30/2021-09-05,1.21
XRP,2021-08-23/2021-08-29,1.18
XRP,2021-08-16/2021-08-22,1.19
XRP,2021-08-09/2021-08-15,1.05
XRP,2021-08-02/2021-08-08,0.77
XRP,2021-07-26/2021-08-01,0.69
XRP,2021-07-19/2021-07-25,0.57
XRP,2021-07-12/2021-07-18,0.61
XRP,2021-07-05/2021-07-11,0.64
XRP,2021-06-28/2021-07-04,0.68
XRP,2021-06-21/2021-06-27,0.64
XRP,2021-06-14/2021-06-20,0.81
XRP,2021-06-07/2021-06-13,0.88
XRP,2021-05-31/2021-06-06,0.99
XRP,2021-05-24/2021-05-30,0.91
XRP,2021-05-17/2021-05-23,1.18
XRP,2021-05-10/2021-05-16,1.41
XRP,2021-05-03/2021-05-09,1.54
XRP,2021-04-26/2021-05-02,1.34
XRP,2021-04-19/2021-04-25,1.21
XRP,2021-04-12/2021-04-18,1.56
XRP,2021-04-05/2021-04-11,1.06
XRP,2021-03-29/2021-04-04,0.58
XRP,2021-03-22/2021-03-28,0.53
XRP,2021-03-15/2021-03-21,0.49
XRP,2021-03-08/2021-03-14,0.46
XRP,2021-03-01/2021-03-07,0.45
XRP,2021-02-22/2021-02-28,0.51
XRP,2021-02-15/2021-02-21,0.54
XRP,2021-02-08/2021-02-14,0.53
XRP,2021-02-01/2021-02-07,0.55
XRP,2021-01-25/2021-01-31,0.38
XRP,2021-01-18/2021-01-24,0.29
XRP,2021-01-11/2021-01-17,0.28
XRP,2021-01-04/2021-01-10,0.29
XRP,2020-12-28/2021-01-03,0.24
XRP,2020-12-21/2020-12-27,0.39
XRP,2020-12-14/2020-12-20,0.55
XRP,2020-12-07/2020-12-13,0.55
XRP,2020-11-30/2020-12-06,0.61
XRP,2020-11-23/2020-11-29,0.61
XRP,2020-11-16/2020-11-22,0.38
XRP,2020-11-09/2020-11-15,0.26
XRP,2020-11-02/2020-11-08,0.25
XRP,2020-10-26/2020-11-01,0.24
XRP,2020-10-19/2020-10-25,0.25
XRP,2020-10-12/2020-10-18,0.25
XRP,2020-10-05/2020-10-11,0.25
XRP,2020-09-28/2020-10-04,0.24
XRP,2020-09-21/2020-09-27,0.23
XRP,2020-09-14/2020-09-20,0.25
XRP,2020-09-07/2020-09-13,0.24
XRP,2020-08-31/2020-09-06,0.27
XRP,2020-08-24/2020-08-30,0.27
XRP,2020-08-17/2020-08-23,0.3
XRP,2020-08-10/2020-08-16,0.29
XRP,2020-08-03/2020-08-09,0.3
XRP,2020-07-27/2020-08-02,0.27
XRP,2020-07-20/2020-07-26,0.21
XRP,2020-07-13/2020-07-19,0.2
XRP,2020-07-06/2020-07-12,0.19
XRP,2020-06-29/2020-07-05,0.18
XRP,2020-06-22/2020-06-28,0.18
XRP,2020-06-15/2020-06-21,0.19
XRP,2020-06-08/2020-06-14,0.19
XRP,2020-06-01/2020-06-07,0.21
XRP,2020-05-25/2020-05-31,0.2
XRP,2020-05-18/2020-05-24,0.2
XRP,2020-05-11/2020-05-17,0.2
XRP,2020-05-04/2020-05-10,0.2
XRP,2020-04-27/2020-05-03,0.21
XRP,2020-04-20/2020-04-26,0.19
XRP,2020-04-13/2020-04-19,0.19
XRP,2020-04-06/2020-04-12,0.19
XRP,2020-03-30/2020-04-05,0.17
XRP,2020-03-23/2020-03-29,0.17
XRP,2020-03-16/2020-03-22,0.15
XRP,2020-03-09/2020-03-15,0.16
XRP,2020-03-02/2020-03-08,0.22
XRP,2020-02-24/2020-03-01,0.25
XRP,2020-02-17/2020-02-23,0.28
XRP,2020-02-10/2020-02-16,0.31
XRP,2020-02-03/2020-02-09,0.27
XRP,2020-01-27/2020-02-02,0.24
XRP,2020-01-20/2020-01-26,0.23
XRP,2020-01-13/2020-01-19,0.23
XRP,2020-01-06/2020-01-12,0.21
XRP,2019-12-30/2020-01-05,0.19
XRP,2019-12-23/2019-12-29,0.19
XRP,2019-12-16/2019-12-22,0.2
XRP,2019-12-09/2019-12-15,0.22
XRP,2019-12-02/2019-12-08,0.22
XRP,2019-11-25/2019-12-01,0.22
XRP,2019-11-18/2019-11-24,0.24
XRP,2019-11-11/2019-11-17,0.27
XRP,2019-11-04/2019-11-10,0.29
XRP,2019-10-28/2019-11-03,0.3
XRP,2019-10-21/2019-10-27,0.28
XRP,2019-10-14/2019-10-20,0.29
XRP,2019-10-07/2019-10-13,0.27
XRP,2019-09-30/2019-10-06,0.25
XRP,2019-09-23/2019-09-29,0.25
XRP,2019-09-16/2019-09-22,0.29
XRP,2019-09-09/2019-09-15,0.26
XRP,2019-09-02/2019-09-08,0.26
XRP,2019-08-26/2019-09-01,0.26
XRP,2019-08-19/2019-08-25,0.27
XRP,2019-08-12/2019-08-18,0.27
XRP,2019-08-05/2019-08-11,0.31
XRP,2019-07-29/2019-08-04,0.31
XRP,2019-07-22/2019-07-28,0.32
XRP,2019-07-15/2019-07-21,0.31
XRP,2019-07-08/2019-07-14,0.35
XRP,2019-07-01/2019-07-07,0.4
XRP,2019-06-24/2019-06-30,0.45
XRP,2019-06-17/2019-06-23,0.46
XRP,2019-06-10/2019-06-16,0.41
XRP,2019-06-03/2019-06-09,0.42
XRP,2019-05-27/2019-06-02,0.44
XRP,2019-05-20/2019-05-26,0.39
XRP,2019-05-13/2019-05-19,0.39
XRP,2019-05-06/2019-05-12,0.31
XRP,2019-04-29/2019-05-05,0.3
XRP,2019-04-22/2019-04-28,0.31
XRP,2019-04-15/2019-04-21,0.33
XRP,2019-04-08/2019-04-14,0.34
XRP,2019-04-01/2019-04-07,0.34
XRP,2019-03-25/2019-03-31,0.31
XRP,2019-03-18/2019-03-24,0.31
XRP,2019-03-11/2019-03-17,0.32
XRP,2019-03-04/2019-03-10,0.31
XRP,2019-02-25/2019-03-03,0.32
XRP,2019-02-18/2019-02-24,0.32
XRP,2019-02-11/2019-02-17,0.3
XRP,2019-02-04/2019-02-10,0.3
XRP,2019-01-28/2019-02-03,0.31
XRP,2019-01-21/2019-01-27,0.31
XRP,2019-01-14/2019-01-20,0.32
XRP,2019-01-07/2019-01-13,0.34
XRP,2018-12-31/2019-01-06,0.36
XRP,2018-12-24/2018-12-30,0.39
XRP,2018-12-17/2018-12-23,0.34
XRP,2018-12-10/2018-12-16,0.3
XRP,2018-12-03/2018-12-09,0.33
XRP,2018-11-26/2018-12-02,0.37
XRP,2018-11-19/2018-11-25,0.42
XRP,2018-11-12/2018-11-18,0.48
XRP,2018-11-05/2018-11-11,0.51
XRP,2018-10-29/2018-11-04,0.46
XRP,2018-10-22/2018-10-28,0.47
XRP,2018-10-15/2018-10-21,0.46
XRP,2018-10-08/2018-10-14,0.44
XRP,2018-10-01/2018-10-07,0.54
XRP,2018-09-24/2018-09-30,0.53
XRP,2018-09-17/2018-09-23,0.53
XRP,2018-09-10/2018-09-16,0.27
XRP,2018-09-03/2018-09-09,0.31
XRP,2018-08-27/2018-09-02,0.34
XRP,2018-08-20/2018-08-26,0.33
XRP,2018-08-13/2018-08-19,0.31
XRP,2018-08-06/2018-08-12,0.36
XRP,2018-07-30/2018-08-05,0.44
XRP,2018-07-23/2018-07-29,0.45
XRP,2018-07-16/2018-07-22,0.48
XRP,2018-07-09/2018-07-15,0.45
XRP,2018-07-02/2018-07-08,0.49
XRP,2018-06-25/2018-07-01,0.46
XRP,2018-06-18/2018-06-24,0.5
XRP,2018-06-11/2018-06-17,0.55
XRP,2018-06-04/2018-06-10,0.63
XRP,2018-05-28/2018-06-03,0.62
XRP,2018-05-21/2018-05-27,0.64
XRP,2018-05-14/2018-05-20,0.7
XRP,2018-05-07/2018-05-13,0.75
XRP,2018-04-30/2018-05-06,1.0
